feature1,feature2,feature3,feature4,feature5,label
0.9365274850671272,1.254761029849481,0.5627048871153756,-0.5820707574542218,-0.481707678345906,1
1.1456079066062193,1.7653971068692607,2.1624624121221494,0.6575512468949224,0.4572310608337916,1
0.6603372530346856,0.7148336464014039,-0.15440996235811427,-1.7492888038122811,-1.1109108571439792,1
1.0176957674035603,1.5961065551920957,0.7020135249078566,-0.3561359306364889,0.5324949863053859,1
-1.734575044100326,-2.284094670729538,-0.6492051595618835,-2.428253457866956,1.0732901911222978,0
-0.06483185591379764,0.3059758382631115,-0.5301394082656447,-1.2592070153633834,1.8167714061829323,1
0.1570533658995439,0.4515168382844824,-0.3080027315580259,-1.3289151428067367,1.0137611430859983,1
1.0210144116353548,1.6916587260542846,-2.1929667027074733,0.5994656154289272,0.9443950728152101,1
-0.37840067076959516,-0.7031635031963397,-0.38662578088771243,-0.8845777032933492,-0.6960034450070991,0
-0.9503388898583796,-1.3623653127444715,0.2468575084668076,-1.4687757992872819,0.08431201818425471,0
0.9906929970604699,1.2281881326043746,0.25630839157723,0.7676250825051286,-0.9596667772033269,1
-0.8546409043957841,-1.4420105649957082,-0.028935845636677237,1.1726825605641622,-0.9085714576921537,0
-0.9888953457931712,-1.1107673793630408,-0.45730882841073334,-0.7356405228435048,1.480880760499498,0
-1.4622900451045295,-1.8295619301960402,0.9531774002958466,-0.34524196498894705,1.3405765978246535,0
-0.9147925925504978,-1.1348342424953086,1.5768901781404938,-1.4066995849136144,0.882775576546815,0
1.365881605360271,2.0701792589803656,0.2794337565448723,-1.822231268440837,0.3877830302169136,1
-0.6442283150970827,-0.8481275494780376,0.8136763946582407,0.08813105729843528,0.39950793462165224,0
-0.09658836692960439,0.15755908574879474,0.8387129855080627,0.14982795004340665,1.352474459257519,0
-0.3730963562008497,-0.8289832112342983,-0.061635084622049585,-0.9528971521266587,-1.3021980848762102,0
0.3814556631115007,0.311851796317684,-0.09319786632608736,0.13563141605607154,-1.100647095661452,1
-0.12468005360864076,-0.6382626103620215,2.2825396395477124,-0.4957788482144945,-2.075121369625856,0
0.972980629231301,1.549196930186937,0.8488214486643334,-0.6332611907514374,0.6145115619641232,1
0.6150283831038039,0.6474167981880394,-0.8625310861266463,-1.742872904242518,-1.118077274851689,1
0.10759715732018715,0.3642929301410104,-0.28770370962772635,0.03006005585484988,0.944033002402897,1
0.9067346282596955,1.0613286358613496,0.3949532203796535,-1.2038134694447238,-1.1633229147494624,1
0.9494379771247586,1.2992299230584614,0.5943091570409794,-0.0781073373857635,-0.36499414550955334,1
-0.9723556396138419,-1.4396807172309039,-0.6577683624489188,-1.2514484063143279,-0.12144714090838316,0
1.187499783190001,1.4433081692051624,-0.8443082406155314,-0.5598201129278841,-1.281359690851054,1
-1.0450735120280172,-1.3478509177069968,-0.3079353892608146,-0.21683126452622384,0.7751558792638136,0
-0.07205664494572611,-0.5855029212095818,-0.3446236706818767,-2.002079233146756,-2.1827492417915537,0
0.6785593513403881,1.1990440394972475,-1.4626783456605599,-0.6168444703349245,0.9671240583973582,1
-0.9494468816276102,-1.3752122629145507,-0.33067584348757756,0.28720820216008086,0.020104317220663637,0
1.3327674790214963,2.0493660564407796,0.9491217282740722,0.050906988483733095,0.5117432949132398,1
-0.413798433389444,-0.9004816555221189,-0.9827556665328718,2.086682727497769,-1.358284692453446,0
-0.7111536263471632,-0.8722190649601101,1.2907679618437096,0.36410861848181525,0.7316326608803181,0
1.157648912613456,1.8285311408159273,0.4319889809259436,-1.0178627290595672,0.664417442560529,1
0.815777939427567,1.3933223649964939,2.6036996678523514,0.9359161499586616,0.9439076225848734,1
-0.2169067646169759,-0.690984458548444,-0.14959135264789844,-0.24244060013170401,-1.7060644238386136,0
-0.6502494288438037,-1.1216817265880235,1.1244828606924742,-1.4978398055076185,-0.8026670961371125,0
0.09352592611873137,-0.19763135615544614,-1.07873948838559,-0.008981629456878432,-1.5141941513014079,1
-0.20300549493314757,0.06643772884280408,-0.16026255883298413,0.0530264827598894,1.640815459375363,1
-1.2242563266915787,-1.727752527439156,1.3011204225543935,-1.0013051531328936,0.23250205367805654,0
-0.6751561333188579,-0.987953303592494,0.5053648958131307,0.7386518360931771,-0.03125391888963258,0
-0.08272203980159881,-0.5263561005180801,0.6847599689489094,-1.707539050551093,-1.8438733618028242,0
0.7214089723439814,0.7140730686679433,0.6036714606026271,-0.07961345202199653,-1.5172451031216128,1
0.38529065027979165,0.2565339812502305,0.7830200873402383,-0.40706304681381245,-1.377080641505286,1
-0.38324786712667097,-0.877176741730795,-1.3102705289478154,0.36343397187958704,-1.4540215205132851,0
-1.338894293012093,-1.8990292226928362,-1.673635985455855,0.49918435754761986,0.2111813749246344,0
-0.4103207903638074,-0.8844124768313725,0.20668989738150004,-0.07087635595823141,-1.3082745111639238,0
-0.8886393239054812,-1.3495290420590247,-1.0549156743499069,-1.1827572043148213,-0.2644363635307594,1
1.7680400327885109,2.3411810494918743,-1.3871694133275627,-0.2766663633760728,-1.0348901961830688,1
1.0677009477386312,1.3038974466926836,0.7658674588387286,-0.26623673799618053,-1.1239680623880106,1
-0.9531941601534442,-1.4459524605072223,-2.1686184989032724,-0.6651801660841696,-0.2763254465839553,0
-1.6348730958942075,-2.0307385770788446,-1.778600641324842,-0.5007914895154542,1.5657699428572527,0
0.6996055793106948,0.7308870825010032,0.11779654975533185,-0.5366853088375119,-1.2970781271142453,1
-0.4049786137157424,-0.8538680931153408,-1.0144630635201637,-1.1152639630376215,-1.2048491025737538,0
-0.23435587532042756,0.0570167530874649,0.5472618035108127,-0.2663178683874312,1.8048595684931072,1
-1.088867298023592,-1.5028590711458512,-0.8652099642166615,1.7518181614711237,0.36034311755421755,0
-0.4945693719738378,-0.9490793374496329,-1.9166305190091215,-2.2273412922974627,-1.0460767232651065,0
-1.744116894478961,-2.3970054902957543,0.2892525357002619,0.40029748684887834,0.6236380048807962,0
1.2597342019554518,1.6679301439164522,-1.329346442504521,-0.7455964142526198,-0.7381292482114876,1
-0.10792440235711581,-0.6111436039155776,-0.0654096803390754,0.7661159035350954,-2.0625397145422113,0
0.7637171751598268,0.9993431487867104,-0.6127515576665696,-1.3934420170010757,-0.5012623077336349,1
